player_id,player_name,model_name,ending_stack,rounds_played,round_id,folds,checks,calls,raises,allins,simulation_index
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1005,501,3.0,0.0,3.0,1.0,1.0,0.0,7
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,3.0,2.0,0.0,0.0,0.0,0.0,7
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1250,501,1.0,0.0,3.0,1.0,1.0,0.0,8
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,925,501,1.0,1.0,0.0,0.0,1.0,0.0,8
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,825,501,1.0,0.0,3.0,2.0,1.0,0.0,8
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,9
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,9
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,0.0,3.0,1.0,0.0,0.0,9
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1010,501,1.0,0.0,3.0,1.0,0.0,0.0,10
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,1.0,1.0,0.0,0.0,0.0,0.0,10
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,10
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1420,501,1.0,0.0,0.0,0.0,2.0,0.0,11
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,890,501,1.0,1.0,0.0,0.0,1.0,0.0,11
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,690,501,1.0,1.0,0.0,0.0,1.0,0.0,11
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1030,501,1.0,0.0,0.0,1.0,1.0,0.0,12
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,1.0,1.0,0.0,0.0,0.0,0.0,12
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,970,501,1.0,1.0,0.0,0.0,1.0,0.0,12
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,13
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,13
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,0.0,3.0,1.0,0.0,0.0,13
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1040,501,6.0,1.0,3.0,2.0,1.0,0.0,14
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1010,501,6.0,2.0,3.0,2.0,0.0,0.0,14
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,950,501,6.0,1.0,7.0,0.0,2.0,0.0,14
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1640,501,3.0,0.0,5.0,2.0,2.0,0.0,15
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,730,501,3.0,1.0,2.0,2.0,2.0,0.0,15
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,630,501,3.0,1.0,5.0,0.0,2.0,0.0,15
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,16
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,16
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,990,501,1.0,0.0,3.0,1.0,0.0,0.0,16
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1120,501,3.0,0.0,6.0,2.0,1.0,0.0,17
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,945,501,3.0,0.0,7.0,0.0,1.0,0.0,17
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,935,501,3.0,1.0,3.0,1.0,0.0,0.0,17
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1010,501,1.0,0.0,3.0,1.0,0.0,0.0,18
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,1.0,1.0,0.0,0.0,0.0,0.0,18
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,18
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1075,501,1.0,0.0,2.0,1.0,1.0,0.0,19
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,1.0,0.0,1.0,0.0,0.0,19
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,935,501,1.0,0.0,3.0,1.0,1.0,0.0,19
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1030,501,1.0,0.0,3.0,2.0,0.0,0.0,20
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,1.0,1.0,0.0,0.0,0.0,0.0,20
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,970,501,1.0,0.0,3.0,0.0,1.0,0.0,20
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,21
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,21
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,0.0,3.0,1.0,0.0,0.0,21
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1035,501,3.0,0.0,7.0,1.0,0.0,0.0,22
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,985,501,3.0,1.0,4.0,0.0,0.0,0.0,22
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,980,501,3.0,0.0,6.0,2.0,0.0,0.0,22
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1050,501,3.0,0.0,7.0,0.0,1.0,0.0,23
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,980,501,3.0,1.0,3.0,2.0,0.0,0.0,23
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,970,501,3.0,1.0,3.0,1.0,0.0,0.0,23
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1040,501,6.0,0.0,6.0,2.0,1.0,0.0,24
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,985,501,6.0,2.0,4.0,0.0,0.0,0.0,24
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,975,501,6.0,2.0,4.0,0.0,1.0,0.0,24
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,25
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,25
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,0.0,3.0,1.0,0.0,0.0,25
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1220,501,1.0,0.0,1.0,3.0,1.0,0.0,26
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,970,501,1.0,1.0,0.0,0.0,1.0,0.0,26
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,810,501,1.0,1.0,2.0,2.0,1.0,0.0,26
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1005,501,,,,,,,27
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,1.0,1.0,0.0,0.0,0.0,0.0,27
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,995,501,1.0,1.0,0.0,0.0,0.0,0.0,27
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1045,501,6.0,1.0,6.0,2.0,0.0,0.0,28
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,6.0,1.0,7.0,1.0,0.0,0.0,28
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,955,501,6.0,1.0,7.0,0.0,1.0,0.0,28
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1040,501,1.0,0.0,3.0,0.0,1.0,0.0,29
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,990,501,1.0,1.0,0.0,1.0,0.0,0.0,29
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,970,501,1.0,0.0,3.0,2.0,0.0,0.0,29
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,30
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,1.0,0.0,0.0,0.0,0.0,30
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,0.0,3.0,1.0,0.0,0.0,30
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1130,501,15.0,1.0,13.0,2.0,4.0,0.0,31
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,970,501,15.0,4.0,3.0,2.0,0.0,0.0,31
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,900,501,15.0,1.0,9.0,4.0,3.0,0.0,31
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,32
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,32
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,0.0,3.0,1.0,0.0,0.0,32
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1040,501,1.0,0.0,3.0,0.0,1.0,0.0,33
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,1.0,0.0,1.0,0.0,0.0,33
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,970,501,1.0,0.0,3.0,1.0,0.0,0.0,33
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1010,501,1.0,0.0,0.0,0.0,1.0,0.0,34
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,1.0,1.0,0.0,0.0,0.0,0.0,34
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,990,501,1.0,1.0,0.0,1.0,0.0,0.0,34
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1340,501,1.0,0.0,3.0,3.0,0.0,0.0,35
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,830,501,1.0,0.0,3.0,1.0,1.0,0.0,35
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,830,501,1.0,0.0,3.0,0.0,2.0,0.0,35
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1180,501,1.0,0.0,2.0,0.0,2.0,0.0,36
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,970,501,1.0,1.0,0.0,0.0,1.0,0.0,36
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,850,501,1.0,0.0,2.0,3.0,0.0,0.0,36
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1045,501,3.0,1.0,3.0,1.0,2.0,0.0,37
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,977,501,3.0,0.0,5.0,1.0,3.0,0.0,37
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,977,501,3.0,0.0,5.0,2.0,2.0,0.0,37
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1020,501,1.0,0.0,0.0,0.0,1.0,0.0,38
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,1.0,0.0,1.0,0.0,0.0,38
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,990,501,1.0,1.0,0.0,1.0,0.0,0.0,38
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1030,501,1.0,0.0,3.0,2.0,0.0,0.0,39
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,1.0,1.0,0.0,0.0,0.0,0.0,39
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,970,501,1.0,0.0,3.0,0.0,1.0,0.0,39
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1050,501,1.0,0.0,3.0,2.0,0.0,0.0,40
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,1.0,0.0,1.0,0.0,0.0,40
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,960,501,1.0,0.0,3.0,0.0,1.0,0.0,40
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1400,501,1.0,0.0,2.0,1.0,2.0,0.0,41
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,900,501,1.0,1.0,0.0,0.0,1.0,0.0,41
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,700,501,1.0,1.0,3.0,0.0,1.0,0.0,41
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1150,501,3.0,0.0,7.0,0.0,1.0,0.0,42
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,930,501,3.0,1.0,3.0,1.0,0.0,0.0,42
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,920,501,3.0,0.0,6.0,2.0,1.0,0.0,42
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1030,501,6.0,0.0,6.0,2.0,2.0,0.0,43
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,985,501,6.0,1.0,7.0,1.0,2.0,0.0,43
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,985,501,6.0,3.0,0.0,0.0,0.0,0.0,43
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1140,501,3.0,0.0,6.0,1.0,2.0,0.0,44
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,3.0,2.0,0.0,0.0,0.0,0.0,44
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,870,501,3.0,0.0,5.0,3.0,1.0,0.0,44
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,45
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,45
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,0.0,3.0,1.0,0.0,0.0,45
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1020,501,1.0,0.0,0.0,0.0,1.0,0.0,46
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,1.0,0.0,1.0,0.0,0.0,46
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,990,501,1.0,1.0,0.0,1.0,0.0,0.0,46
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1035,501,1.0,0.0,3.0,0.0,1.0,0.0,47
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,1.0,0.0,1.0,0.0,0.0,47
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,975,501,1.0,0.0,3.0,1.0,0.0,0.0,47
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,1010,501,1.0,0.0,3.0,1.0,0.0,0.0,48
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1000,501,1.0,1.0,0.0,0.0,0.0,0.0,48
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,48
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,1020,501,1.0,0.0,4.0,0.0,0.0,0.0,49
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,990,501,1.0,0.0,3.0,1.0,0.0,0.0,49
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,990,501,1.0,0.0,3.0,1.0,0.0,0.0,49
2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,1020,501,1.0,0.0,3.0,1.0,0.0,0.0,50
1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,990,501,1.0,0.0,4.0,0.0,0.0,0.0,50
3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,990,501,1.0,0.0,3.0,1.0,0.0,0.0,50
