round_id,turn_index,player_id,player_name,model_name,action,ending_stack,player_hand,pot_size,player_position,board_cards,simulation_index
1,18,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,FOLD,990,5♦ 5♣,60,3,J♣ 2♥ 4♥ 7♣,1
1,19,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,A♦ 3♦,60,1,J♣ 2♥ 4♥ 7♣,1
1,20,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CALL,960,A♦ 3♦,90,1,J♣ 2♥ 4♥ 7♣ A♥,1
1,21,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,960,A♦ 3♦,90,1,J♣ 2♥ 4♥ 7♣ A♥,1
1,22,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,960,A♦ 3♦,90,1,J♣ 2♥ 4♥ 7♣ A♥,1
1,23,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,960,7♠ Q♠,90,2,J♣ 2♥ 4♥ 7♣ A♥,1
1,24,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,RAISE_40,920,7♠ Q♠,130,2,J♣ 2♥ 4♥ 7♣ A♥,1
1,25,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,960,A♦ 3♦,130,1,J♣ 2♥ 4♥ 7♣ A♥,1
2,1,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,1090,T♣ 5♦,15,3,,1
2,2,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CALL,1080,T♣ 5♦,25,3,,1
2,3,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,915,8♣ 7♣,25,1,,1
2,4,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CALL,910,8♣ 7♣,30,1,,1
2,5,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,980,4♣ 9♣,30,2,,1
2,6,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,980,4♣ 9♣,30,2,3♥ T♦ 6♠,1
2,7,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,910,8♣ 7♣,30,1,3♥ T♦ 6♠,1
2,8,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,910,8♣ 7♣,30,1,3♥ T♦ 6♠,1
2,9,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,980,4♣ 9♣,30,2,3♥ T♦ 6♠,1
2,10,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,980,4♣ 9♣,30,2,3♥ T♦ 6♠,1
2,11,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,1080,T♣ 5♦,30,3,3♥ T♦ 6♠,1
2,12,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,1080,T♣ 5♦,30,3,3♥ T♦ 6♠ K♦,1
2,13,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,910,8♣ 7♣,30,1,3♥ T♦ 6♠ K♦,1
2,14,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,910,8♣ 7♣,30,1,3♥ T♦ 6♠ K♦,1
2,15,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,980,4♣ 9♣,30,2,3♥ T♦ 6♠ K♦,1
2,16,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,980,4♣ 9♣,30,2,3♥ T♦ 6♠ K♦,1
2,17,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,1080,T♣ 5♦,30,3,3♥ T♦ 6♠ K♦,1
2,18,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,1080,T♣ 5♦,30,3,3♥ T♦ 6♠ K♦ 6♥,1
2,19,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,910,8♣ 7♣,30,1,3♥ T♦ 6♠ K♦ 6♥,1
2,20,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,910,8♣ 7♣,30,1,3♥ T♦ 6♠ K♦ 6♥,1
2,21,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,980,4♣ 9♣,30,2,3♥ T♦ 6♠ K♦ 6♥,1
2,22,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,980,4♣ 9♣,30,2,3♥ T♦ 6♠ K♦ 6♥,1
2,23,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,1080,T♣ 5♦,30,3,3♥ T♦ 6♠ K♦ 6♥,1
3,1,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,910,J♣ 2♦,15,3,,1
3,2,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,FOLD,910,J♣ 2♦,15,3,,1
3,3,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,975,6♠ T♥,15,1,,1
3,4,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CALL,970,6♠ T♥,20,1,,1
3,5,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,1100,3♥ 8♦,20,2,,1
3,6,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,1100,3♥ 8♦,20,2,Q♥ 6♣ 7♠,1
3,7,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,970,6♠ T♥,20,1,Q♥ 6♣ 7♠,1
3,8,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,970,6♠ T♥,20,1,Q♥ 6♣ 7♠,1
3,9,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,1100,3♥ 8♦,20,2,Q♥ 6♣ 7♠,1
3,10,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,1100,3♥ 8♦,20,2,Q♥ 6♣ 7♠ 9♦,1
3,11,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,970,6♠ T♥,20,1,Q♥ 6♣ 7♠ 9♦,1
3,12,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,970,6♠ T♥,20,1,Q♥ 6♣ 7♠ 9♦,1
3,13,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,1100,3♥ 8♦,20,2,Q♥ 6♣ 7♠ 9♦,1
3,14,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,1100,3♥ 8♦,20,2,Q♥ 6♣ 7♠ 9♦ 2♥,1
3,15,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,970,6♠ T♥,20,1,Q♥ 6♣ 7♠ 9♦ 2♥,1
3,16,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,970,6♠ T♥,20,1,Q♥ 6♣ 7♠ 9♦ 2♥,1
3,17,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,1100,3♥ 8♦,20,2,Q♥ 6♣ 7♠ 9♦ 2♥,1
3,18,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,1100,3♥ 8♦,20,2,Q♥ 6♣ 7♠ 9♦ 2♥,1
3,19,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,WINNER,990,6♠ T♥,20,1,Q♥ 6♣ 7♠ 9♦ 2♥,1
1,1,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,1000,4♠ K♠,15,3,,2
1,2,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CALL,990,4♠ K♠,25,3,,2
1,3,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,995,2♥ T♣,25,1,,2
1,4,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CALL,990,2♥ T♣,30,1,,2
1,5,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,7♣ J♣,30,2,,2
1,6,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,990,7♣ J♣,30,2,A♦ 3♥ 4♦,2
1,7,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,2♥ T♣,30,1,A♦ 3♥ 4♦,2
1,8,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,990,2♥ T♣,30,1,A♦ 3♥ 4♦,2
1,9,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,7♣ J♣,30,2,A♦ 3♥ 4♦,2
1,10,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,990,7♣ J♣,30,2,A♦ 3♥ 4♦,2
1,11,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,990,4♠ K♠,30,3,A♦ 3♥ 4♦,2
1,12,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,990,4♠ K♠,30,3,A♦ 3♥ 4♦ 2♦,2
1,13,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,2♥ T♣,30,1,A♦ 3♥ 4♦ 2♦,2
1,14,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,990,2♥ T♣,30,1,A♦ 3♥ 4♦ 2♦,2
1,15,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,7♣ J♣,30,2,A♦ 3♥ 4♦ 2♦,2
1,16,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,990,7♣ J♣,30,2,A♦ 3♥ 4♦ 2♦,2
1,17,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,990,4♠ K♠,30,3,A♦ 3♥ 4♦ 2♦,2
1,18,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,990,4♠ K♠,30,3,A♦ 3♥ 4♦ 2♦ T♠,2
1,19,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,2♥ T♣,30,1,A♦ 3♥ 4♦ 2♦ T♠,2
1,20,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,990,2♥ T♣,30,1,A♦ 3♥ 4♦ 2♦ T♠,2
1,21,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,7♣ J♣,30,2,A♦ 3♥ 4♦ 2♦ T♠,2
1,22,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,990,7♣ J♣,30,2,A♦ 3♥ 4♦ 2♦ T♠,2
1,23,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,990,4♠ K♠,30,3,A♦ 3♥ 4♦ 2♦ T♠,2
1,24,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,990,4♠ K♠,30,3,A♦ 3♥ 4♦ 2♦ T♠,2
1,25,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,WINNER,1020,2♥ T♣,30,1,A♦ 3♥ 4♦ 2♦ T♠,2
1,1,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,1000,3♣ 6♥,15,3,,3
1,2,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,FOLD,1000,3♣ 6♥,15,3,,3
1,3,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,995,3♦ 7♠,15,1,,3
1,4,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CALL,990,3♦ 7♠,20,1,,3
1,5,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,2♣ J♣,20,2,,3
1,6,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,990,2♣ J♣,20,2,8♣ Q♣ 3♥,3
1,7,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,3♦ 7♠,20,1,8♣ Q♣ 3♥,3
1,8,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,990,3♦ 7♠,20,1,8♣ Q♣ 3♥,3
1,9,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,2♣ J♣,20,2,8♣ Q♣ 3♥,3
1,10,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,990,2♣ J♣,20,2,8♣ Q♣ 3♥ 9♦,3
1,11,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,3♦ 7♠,20,1,8♣ Q♣ 3♥ 9♦,3
1,12,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,990,3♦ 7♠,20,1,8♣ Q♣ 3♥ 9♦,3
1,13,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,2♣ J♣,20,2,8♣ Q♣ 3♥ 9♦,3
1,14,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,990,2♣ J♣,20,2,8♣ Q♣ 3♥ 9♦ J♦,3
1,15,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,3♦ 7♠,20,1,8♣ Q♣ 3♥ 9♦ J♦,3
1,16,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CHECK,990,3♦ 7♠,20,1,8♣ Q♣ 3♥ 9♦ J♦,3
1,17,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,2♣ J♣,20,2,8♣ Q♣ 3♥ 9♦ J♦,3
2,1,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,K♥ 9♠,15,3,,3
2,2,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CALL,980,K♥ 9♠,25,3,,3
2,3,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,1005,5♦ T♦,25,1,,3
2,4,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,RAISE_20,980,5♦ T♦,50,1,,3
2,5,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,990,5♠ T♣,50,2,,3
2,6,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CALL,970,5♠ T♣,70,2,,3
2,7,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,980,K♥ 9♠,70,3,,3
2,8,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,RAISE_60,900,K♥ 9♠,150,3,,3
2,9,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,980,5♦ T♦,150,1,,3
2,10,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,FOLD,980,5♦ T♦,150,1,,3
2,11,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,970,5♠ T♣,150,2,,3
2,12,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,FOLD,970,5♠ T♣,150,2,,3
2,13,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,WINNER,1050,K♥ 9♠,150,3,,3
1,1,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,1000,4♣ Q♠,15,3,,4
1,2,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CALL,990,4♣ Q♠,25,3,,4
1,3,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,995,7♣ 2♠,25,1,,4
1,4,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CALL,990,7♣ 2♠,30,1,,4
1,5,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,2♥ 6♣,30,2,,4
1,6,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,RAISE_30,960,2♥ 6♣,60,2,,4
1,7,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,990,4♣ Q♠,60,3,,4
1,8,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,FOLD,990,4♣ Q♠,60,3,,4
1,9,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,990,7♣ 2♠,60,1,,4
1,10,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,FOLD,990,7♣ 2♠,60,1,,4
1,11,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,WINNER,1020,2♥ 6♣,60,2,,4
1,1,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,1000,J♣ Q♣,15,3,,5
1,2,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,RAISE_20,970,J♣ Q♣,45,3,,5
1,3,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,995,9♦ 5♥,45,1,,5
1,4,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,RAISE_70,900,9♦ 5♥,140,1,,5
1,5,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,6♣ T♥,140,2,,5
1,6,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,RAISE_200,700,6♣ T♥,430,2,,5
1,7,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,970,J♣ Q♣,430,3,,5
1,8,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,FOLD,970,J♣ Q♣,430,3,,5
1,9,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,900,9♦ 5♥,430,1,,5
1,10,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,FOLD,900,9♦ 5♥,430,1,,5
1,11,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,WINNER,1130,6♣ T♥,430,2,,5
1,1,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,1000,2♠ 9♥,15,3,,6
1,2,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CALL,990,2♠ 9♥,25,3,,6
1,3,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,995,3♣ K♠,25,1,,6
1,4,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,RAISE_15,975,3♣ K♠,45,1,,6
1,5,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,Q♣ 5♣,45,2,,6
1,6,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,RAISE_40,935,Q♣ 5♣,100,2,,6
1,7,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,990,2♠ 9♥,100,3,,6
1,8,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,FOLD,990,2♠ 9♥,100,3,,6
1,9,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,975,3♣ K♠,100,1,,6
1,10,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,FOLD,975,3♣ K♠,100,1,,6
1,11,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,WINNER,1035,Q♣ 5♣,100,2,,6
1,1,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,1000,6♠ K♠,15,3,,7
1,2,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CALL,990,6♠ K♠,25,3,,7
1,3,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,995,2♥ 5♥,25,1,,7
1,4,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,RAISE_20,970,2♥ 5♥,50,1,,7
1,5,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,990,2♠ 4♣,50,2,,7
1,6,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,RAISE_40,930,2♠ 4♣,110,2,,7
1,7,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,990,6♠ K♠,110,3,,7
1,8,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CALL,930,6♠ K♠,170,3,,7
1,9,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,970,2♥ 5♥,170,1,,7
1,10,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,FOLD,970,2♥ 5♥,170,1,K♣ 7♣ J♥,7
1,11,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,930,2♠ 4♣,170,2,K♣ 7♣ J♥,7
1,12,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,930,2♠ 4♣,170,2,K♣ 7♣ J♥,7
1,13,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,930,6♠ K♠,170,3,K♣ 7♣ J♥,7
1,14,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,930,6♠ K♠,170,3,K♣ 7♣ J♥ 2♣,7
1,15,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,930,2♠ 4♣,170,2,K♣ 7♣ J♥ 2♣,7
1,16,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,930,2♠ 4♣,170,2,K♣ 7♣ J♥ 2♣,7
1,17,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,930,6♠ K♠,170,3,K♣ 7♣ J♥ 2♣,7
1,18,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,CHECK,930,6♠ K♠,170,3,K♣ 7♣ J♥ 2♣ 7♠,7
1,19,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,930,2♠ 4♣,170,2,K♣ 7♣ J♥ 2♣ 7♠,7
1,20,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CHECK,930,2♠ 4♣,170,2,K♣ 7♣ J♥ 2♣ 7♠,7
1,21,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,930,6♠ K♠,170,3,K♣ 7♣ J♥ 2♣ 7♠,7
2,1,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,TURN_START,970,8♦ 9♥,15,3,,7
2,2,3,Mixtral 8x7B,mistralai/Mixtral-8x7B-Instruct-v0.1,CALL,960,8♦ 9♥,25,3,,7
2,3,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,TURN_START,925,T♣ 7♥,25,1,,7
2,4,1,Llama 3.3 70B,meta-llama/Llama-3.3-70B-Instruct-Turbo,CALL,920,T♣ 7♥,30,1,,7
2,5,2,Qwen 2.5 72B,Qwen/Qwen2.5-72B-Instruct-Turbo,TURN_START,1090,Q♣ 3♠,30,2,,7
